File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_truncated_hmac( mbedtls_ssl_config *conf, int truncate )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_cbc_record_splitting( mbedtls_ssl_config *conf, char split )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_legacy_renegotiation( mbedtls_ssl_config *conf, int allow_legacy )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_renegotiation( mbedtls_ssl_config *conf, int renegotiation )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_renegotiation_enforced( mbedtls_ssl_config *conf, int max_records )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_renegotiation_period( mbedtls_ssl_config *conf, const unsigned char period[8] )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_session_tickets( mbedtls_ssl_config *conf, int use_tickets )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_session_tickets_cb( mbedtls_ssl_config *conf, mbedtls_ssl_ticket_write_t *f_ticket_write, mbedtls_ssl_ticket_parse_t *f_ticket_parse, void *p_ticket )",4,4,4,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_export_keys_cb( mbedtls_ssl_config *conf, mbedtls_ssl_export_keys_t *f_export_keys, void *p_export_keys )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_bytes_avail( const mbedtls_ssl_context *ssl ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_verify_result( const mbedtls_ssl_context *ssl ),8,6,4,5,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_ciphersuite( const mbedtls_ssl_context *ssl ),5,4,3,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_version( const mbedtls_ssl_context *ssl ),35,28,12,11,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_record_expansion( const mbedtls_ssl_context *ssl ),31,25,13,9,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_max_frag_len( const mbedtls_ssl_context *ssl ),18,9,6,2,3,0,6,22,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_peer_cert( const mbedtls_ssl_context *ssl ),5,4,3,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_get_session( const mbedtls_ssl_context *ssl, mbedtls_ssl_session *dst )",10,9,4,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_handshake_step( mbedtls_ssl_context *ssl ),16,13,6,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_handshake( mbedtls_ssl_context *ssl ),19,13,9,6,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_write_hello_request( mbedtls_ssl_context *ssl ),18,13,11,3,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_start_renegotiation( mbedtls_ssl_context *ssl ),33,24,14,7,7,0,2,21,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_renegotiate( mbedtls_ssl_context *ssl ),50,36,18,16,8,2,6,36,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_check_ctr_renegotiate( mbedtls_ssl_context *ssl ),24,20,12,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_read( mbedtls_ssl_context *ssl, unsigned char *buf, size_t len )",250,199,86,61,30,4,21,150,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_write_real( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",43,39,20,9,4,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_write_split( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",25,21,10,8,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_write( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",34,27,15,8,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_close_notify( mbedtls_ssl_context *ssl ),25,19,11,8,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_transform_free( mbedtls_ssl_transform *transform ),16,12,9,1,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_key_cert_free( mbedtls_ssl_key_cert *key_cert ),9,8,6,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_handshake_free( mbedtls_ssl_handshake_params *handshake ),73,60,26,4,8,2,5,35,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_session_free( mbedtls_ssl_session *session ),17,14,7,2,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_free( mbedtls_ssl_context *ssl ),73,59,34,9,13,0,1,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_config_init( mbedtls_ssl_config *conf ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_config_defaults( mbedtls_ssl_config *conf, int endpoint, int transport, int preset )",142,104,43,8,24,2,14,47,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_config_free( mbedtls_ssl_config *conf ),23,20,12,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_sig_from_pk( mbedtls_pk_context *pk ),10,10,4,5,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_pk_alg_from_sig( unsigned char sig ),14,14,5,4,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_md_alg_from_hash( unsigned char hash ),26,26,9,8,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_hash_from_md_alg( int md ),26,26,9,8,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_check_curve( const mbedtls_ssl_context *ssl, mbedtls_ecp_group_id grp_id )",11,8,5,6,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_check_sig_hash( const mbedtls_ssl_context *ssl, mbedtls_md_type_t md )",11,8,5,6,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_check_cert_usage( const mbedtls_x509_crt *cert, const mbedtls_ssl_ciphersuite_t *ciphersuite, int cert_endpoint, uint32_t *flags )",83,71,33,9,9,2,3,33,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_write_version( int major, int minor, int transport, unsigned char ver[2] )",18,17,9,2,1,1,0,8,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_read_version( int *major, int *minor, int transport, const unsigned char ver[2] )",18,17,9,2,1,1,0,8,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_calc_verify_md( mbedtls_ssl_context *ssl, int md )",39,36,15,10,3,3,0,8,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,threading_mutex_init_pthread( mbedtls_threading_mutex_t *mutex ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,threading_mutex_free_pthread( mbedtls_threading_mutex_t *mutex ),6,5,4,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,threading_mutex_lock_pthread( mbedtls_threading_mutex_t *mutex ),8,6,4,5,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,threading_mutex_unlock_pthread( mbedtls_threading_mutex_t *mutex ),8,6,4,5,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,threading_mutex_fail( mbedtls_threading_mutex_t *mutex ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,threading_mutex_dummy( mbedtls_threading_mutex_t *mutex ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,"mbedtls_threading_set_alt( void (*mutex_init)( mbedtls_threading_mutex_t * ), void (*mutex_free)( mbedtls_threading_mutex_t * ), int (*mutex_lock)( mbedtls_threading_mutex_t * ), int (*mutex_unlock)( mbedtls_threading_mutex_t * ) )",8,7,7,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\threading.c,mbedtls_threading_free_alt( void ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),5,5,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),12,10,8,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),5,5,5,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),6,4,4,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_hardclock( void ),12,10,7,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,"mbedtls_timing_get_timer( struct mbedtls_timing_hr_time *val, int reset )",16,12,9,2,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,TimerProc( LPVOID TimerContext ),5,5,5,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_set_alarm( int seconds ),6,5,5,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,"mbedtls_timing_get_timer( struct mbedtls_timing_hr_time *val, int reset )",18,14,11,3,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,sighandler( int signum ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_set_alarm( int seconds ),4,4,4,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,"mbedtls_timing_set_delay( void *data, uint32_t int_ms, uint32_t fin_ms )",8,6,5,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_get_delay( void *data ),16,11,8,7,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,busy_msleep( unsigned long msec ),12,9,8,1,3,2,0,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\timing.c,mbedtls_timing_self_test( int verbose ),125,87,54,25,28,0,10,84,
E:\LiberoProjects\HSM\HSM\mbedtls\library\version.c,mbedtls_version_get_number(),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\version.c,mbedtls_version_get_string( char *string ),3,3,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\version.c,mbedtls_version_get_string_full( char *string ),3,3,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\version_features.c,mbedtls_version_check_feature( const char *feature ),16,13,8,8,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_serial( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *serial )",21,15,9,7,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_alg_null( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *alg )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_alg( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *alg, mbedtls_x509_buf *params )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"x509_get_hash_alg( const mbedtls_x509_buf *alg, mbedtls_md_type_t *md_alg )",44,29,19,15,11,0,4,26,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_rsassa_pss_params( const mbedtls_x509_buf *params, mbedtls_md_type_t *md_alg, mbedtls_md_type_t *mgf_md, int *salt_len )",128,84,43,45,26,0,18,56,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"x509_get_attr_type_value( unsigned char **p, const unsigned char *end, mbedtls_x509_name *cur )",46,34,21,13,12,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_name( unsigned char **p, const unsigned char *end, mbedtls_x509_name *cur )",49,29,18,14,12,0,8,37,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"x509_parse_int( unsigned char **p, size_t n, int *res )",13,10,7,4,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,x509_date_is_valid(const mbedtls_x509_time *time),24,21,15,6,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"x509_parse_time( unsigned char **p, size_t len, size_t yearlen, mbedtls_x509_time *time )",56,32,22,10,9,0,15,43,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_time( unsigned char **p, const unsigned char *end, mbedtls_x509_time *time )",26,20,13,7,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_sig( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *sig )",21,15,12,5,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_sig_alg( const mbedtls_x509_buf *sig_oid, const mbedtls_x509_buf *sig_params, mbedtls_md_type_t *md_alg, mbedtls_pk_type_t *pk_alg, void **sig_opts )",40,32,16,12,7,1,1,10,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_get_ext( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *ext, int tag )",33,18,11,9,7,0,8,29,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_dn_gets( char *buf, size_t size, const mbedtls_x509_name *dn )",55,45,33,9,10,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_serial_gets( char *buf, size_t size, const mbedtls_x509_buf *serial )",28,22,15,5,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_sig_alg_gets( char *buf, size_t size, const mbedtls_x509_buf *sig_oid, mbedtls_pk_type_t pk_alg, mbedtls_md_type_t md_alg, const void *sig_opts )",37,31,21,3,6,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"mbedtls_x509_key_size_helper( char *buf, size_t buf_size, const char *name )",9,7,7,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,x509_get_current_time( mbedtls_x509_time *now ),13,10,10,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,x509_get_current_time( mbedtls_x509_time *now ),31,26,17,6,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,"x509_check_time( const mbedtls_x509_time *before, const mbedtls_x509_time *after )",35,29,8,13,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,mbedtls_x509_time_is_past( const mbedtls_x509_time *to ),7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,mbedtls_x509_time_is_future( const mbedtls_x509_time *from ),7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,mbedtls_x509_time_is_past( const mbedtls_x509_time *to ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,mbedtls_x509_time_is_future( const mbedtls_x509_time *from ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509.c,mbedtls_x509_self_test( int verbose ),57,44,27,14,13,1,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,mbedtls_x509write_crt_init( mbedtls_x509write_cert *ctx ),5,4,4,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,mbedtls_x509write_crt_free( mbedtls_x509write_cert *ctx ),8,6,6,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_version( mbedtls_x509write_cert *ctx, int version )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_md_alg( mbedtls_x509write_cert *ctx, mbedtls_md_type_t md_alg )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_subject_key( mbedtls_x509write_cert *ctx, mbedtls_pk_context *key )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_issuer_key( mbedtls_x509write_cert *ctx, mbedtls_pk_context *key )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_subject_name( mbedtls_x509write_cert *ctx, const char *subject_name )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_issuer_name( mbedtls_x509write_cert *ctx, const char *issuer_name )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_serial( mbedtls_x509write_cert *ctx, const mbedtls_mpi *serial )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_validity( mbedtls_x509write_cert *ctx, const char *not_before, const char *not_after )",12,11,8,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_extension( mbedtls_x509write_cert *ctx, const char *oid, size_t oid_len, int critical, const unsigned char *val, size_t val_len )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_basic_constraints( mbedtls_x509write_cert *ctx, int is_ca, int max_pathlen )",27,22,14,5,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,mbedtls_x509write_crt_set_subject_key_identifier( mbedtls_x509write_cert *ctx ),19,15,13,1,4,1,0,5,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,mbedtls_x509write_crt_set_authority_key_identifier( mbedtls_x509write_cert *ctx ),23,18,15,1,5,1,0,5,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_key_usage( mbedtls_x509write_cert *ctx, unsigned int key_usage )",22,16,11,7,5,0,1,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_set_ns_cert_type( mbedtls_x509write_cert *ctx, unsigned char ns_cert_type )",17,13,9,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"x509_write_time( unsigned char **p, unsigned char *start, const char *time, size_t size )",25,20,12,2,2,0,3,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_der( mbedtls_x509write_cert *ctx, unsigned char *buf, size_t size, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",130,72,53,8,22,0,36,86,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_crt.c,"mbedtls_x509write_crt_pem( mbedtls_x509write_cert *crt, unsigned char *buf, size_t size, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",19,16,9,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,mbedtls_x509write_csr_init( mbedtls_x509write_csr *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,mbedtls_x509write_csr_free( mbedtls_x509write_csr *ctx ),5,4,4,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_set_md_alg( mbedtls_x509write_csr *ctx, mbedtls_md_type_t md_alg )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_set_key( mbedtls_x509write_csr *ctx, mbedtls_pk_context *key )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_set_subject_name( mbedtls_x509write_csr *ctx, const char *subject_name )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_set_extension( mbedtls_x509write_csr *ctx, const char *oid, size_t oid_len, const unsigned char *val, size_t val_len )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_set_key_usage( mbedtls_x509write_csr *ctx, unsigned char key_usage )",17,13,9,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_set_ns_cert_type( mbedtls_x509write_csr *ctx, unsigned char ns_cert_type )",17,13,9,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_der( mbedtls_x509write_csr *ctx, unsigned char *buf, size_t size, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",96,62,44,7,19,0,15,35,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509write_csr.c,"mbedtls_x509write_csr_pem( mbedtls_x509write_csr *ctx, unsigned char *buf, size_t size, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",19,16,9,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"x509_at_oid_from_name( const char *name, size_t name_len )",9,7,4,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"mbedtls_x509_string_to_names( mbedtls_asn1_named_data **head, const char *name )",71,57,35,11,12,0,2,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"mbedtls_x509_set_extension( mbedtls_asn1_named_data **head, const char *oid, size_t oid_len, int critical, const unsigned char *val, size_t val_len )",13,10,7,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"x509_write_name( unsigned char **p, unsigned char *start, const char *oid, size_t oid_len, const unsigned char *name, size_t name_len )",33,24,13,2,5,0,4,8,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"mbedtls_x509_write_names( unsigned char **p, unsigned char *start, mbedtls_asn1_named_data *first )",18,15,10,2,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"mbedtls_x509_write_sig( unsigned char **p, unsigned char *start, const char *oid, size_t oid_len, unsigned char *sig, size_t size )",26,17,14,5,7,0,2,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"x509_write_extension( unsigned char **p, unsigned char *start, mbedtls_asn1_named_data *ext )",24,19,14,2,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_create.c,"mbedtls_x509_write_extensions( unsigned char **p, unsigned char *start, mbedtls_asn1_named_data *first )",12,10,8,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"x509_crl_get_version( unsigned char **p, const unsigned char *end, int *ver )",15,12,8,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"x509_get_crl_ext( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *ext )",27,20,11,10,6,0,1,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"x509_get_crl_entry_ext( unsigned char **p, const unsigned char *end, mbedtls_x509_buf *ext )",46,32,18,14,9,0,5,19,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"x509_get_entries( unsigned char **p, const unsigned char *end, mbedtls_x509_crl_entry *entry )",58,44,26,19,14,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"mbedtls_x509_crl_parse_der( mbedtls_x509_crl *chain, const unsigned char *buf, size_t buflen )",228,146,85,45,35,0,47,129,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"mbedtls_x509_crl_parse( mbedtls_x509_crl *chain, const unsigned char *buf, size_t buflen )",58,43,24,11,8,1,7,41,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"mbedtls_x509_crl_parse_file( mbedtls_x509_crl *chain, const char *path )",14,10,9,3,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\x509_crl.c,"mbedtls_x509_crl_info( char *buf, size_t size, const char *prefix, const mbedtls_x509_crl *crl )",68,53,35,2,15,0,0,0,
